TABLE_NAME,COLUMN_NAME,DATA_TYPE,DATA_LENGTH
AOMS_ACCTAX_CONFIG_LOG,NUM_ACCTAX_ID,NUMBER,22
AOMS_ACCTAX_CONFIG_LOG,NUM_ACCTAX_TAXID,NUMBER,22
AOMS_ACCTAX_CONFIG_LOG,VAR_ACCTAX_TAXCODE,VARCHAR2,255
AOMS_ACCTAX_CONFIG_LOG,VAR_ACCTAX_USAGETYPE,VARCHAR2,255
AOMS_ACCTAX_CONFIG_LOG,VAR_ACCTAX_MINORCODE,VARCHAR2,255
AOMS_ACCTAX_CONFIG_LOG,VAR_ACCTAX_MAJORCODE,VARCHAR2,255
AOMS_ACCTAX_CONFIG_LOG,VAR_ACCTAX_CMINORCODE,VARCHAR2,255
AOMS_ACCTAX_CONFIG_LOG,VAR_ACCTAX_CMAJORCODE,VARCHAR2,255
AOMS_ACCTAX_CONFIG_LOG,VAR_ACCTAX_INSBY,VARCHAR2,255
AOMS_ACCTAX_CONFIG_LOG,DATE_ACCTAX_INSDT,DATE,7
AOMS_ACCTAX_CONFIG_LOG,VAR_ACCTAX_UPDBY,VARCHAR2,255
AOMS_ACCTAX_CONFIG_LOG,DATE_ACCTAX_UPDDT,DATE,7
AOMS_ACCTAX_CONFIG_LOG,NUM_ACCTAX_ULBID,NUMBER,22
AOMS_BILLSUBTAX_DET,NUM_BILLTAX_BILLID,NUMBER,22
AOMS_BILLSUBTAX_DET,NUM_BILLTAX_BILLMASID,NUMBER,22
AOMS_BILLSUBTAX_DET,NUM_BILLTAX_TAXID,NUMBER,22
AOMS_BILLSUBTAX_DET,NUM_BILLTAX_BILLAMT_S1,NUMBER,22
AOMS_BILLSUBTAX_DET,NUM_BILLTAX_BILLAMT_S2,NUMBER,22
AOMS_BILLSUBTAX_DET,VAR_BILLTAX_FLATNO,VARCHAR2,50
AOMS_BILLSUB_MAS,NUM_BILL_BILLID,NUMBER,22
AOMS_BILLSUB_MAS,NUM_BILL_ULBID,NUMBER,22
AOMS_BILLSUB_MAS,NUM_BILL_PROPID,NUMBER,22
AOMS_BILLSUB_MAS,NUM_BILL_BILLNO,NUMBER,22
AOMS_BILLSUB_MAS,NUM_BILL_TOTTAX,NUMBER,22
AOMS_BILLSUB_MAS,NUM_BILL_TOTTAX_S1,NUMBER,22
AOMS_BILLSUB_MAS,NUM_BILL_TOTTAX_S2,NUMBER,22
AOMS_BILLSUB_MAS,DAT_BILL_BILLDT,DATE,7
AOMS_BILLSUB_MAS,DAT_BILL_BILLGENDT,DATE,7
AOMS_BILLSUB_MAS,DAT_BILL_DUEDT,DATE,7
AOMS_BILLSUB_MAS,VAR_BILL_INSBY,VARCHAR2,20
AOMS_BILLSUB_MAS,DAT_BILL_INSDATE,DATE,7
AOMS_BILLSUB_MAS,VAR_BILL_UPDBY,VARCHAR2,20
AOMS_BILLSUB_MAS,DAT_BILL_UPDDATE,DATE,7
AOMS_BILLSUB_MAS,VAR_BILL_FLATNO,VARCHAR2,50
AOMS_QRPENDING_MAS,NUM_QRPENDING_ULBID,NUMBER,22
AOMS_QRPENDING_MAS,NUM_QRPENDING_ZONEID,VARCHAR2,20
AOMS_QRPENDING_MAS,NUM_QRPENDING_BLOCKID,NUMBER,22
AOMS_QRPENDING_MAS,NUM_QRPENDING_PROPID,NUMBER,22
AOMS_QRPENDING_MAS,VAR_QRPENDING_PROPNO,VARCHAR2,80
AOMS_QRPENDING_MAS,VAR_QRPENDING_QRCODELINK,VARCHAR2,100
AOMS_AGENCY_MAS,NUM_AGENCY_ID,NUMBER,22
AOMS_AGENCY_MAS,VAR_AGENCY_NAME,VARCHAR2,100
AOMS_AGENCY_MAS,NUM_AGENCY_ULBID,NUMBER,22
AOMS_AGENCY_MAS,VAR_AGENCY_INSBY,VARCHAR2,50
AOMS_AGENCY_MAS,DAT_AGENCY_INSDT,DATE,7
AOMS_AGENCY_MAS,VAR_AGENCY_UPDBY,VARCHAR2,50
AOMS_AGENCY_MAS,DAT_AGENCYE_UPDDT,DATE,7
AOMS_LICENSETYPE_MAS,NUM_LICENSETYPE_ID,NUMBER,22
AOMS_LICENSETYPE_MAS,VAR_LICENSETYPE_NAME,VARCHAR2,100
AOMS_LICENSETYPE_MAS,NUM_LICENSETYPE_ULBID,NUMBER,22
AOMS_LICENSETYPE_MAS,VAR_LICENSETYPE_INSBY,VARCHAR2,50
AOMS_LICENSETYPE_MAS,DAT_LICENSETYPE_INSDT,DATE,7
AOMS_LICENSETYPE_MAS,VAR_LICENSETYPE_UPDBY,VARCHAR2,50
AOMS_LICENSETYPE_MAS,DAT_LICENSETYPE_UPDDT,DATE,7
AOMS_PROPASSESSTAX_DET,NUM_PROPTAX_ID,NUMBER,22
AOMS_PROPASSESSTAX_DET,NUM_PROPTAX_PROPID,NUMBER,22
AOMS_PROPASSESSTAX_DET,NUM_PROPTAX_TAXID,NUMBER,22
AOMS_PROPASSESSTAX_DET,NUM_PROPTAX_TAXAMT,NUMBER,22
AOMS_PROPASSESSTAX_DET,NUM_PROPTAX_DEMANDAMT,NUMBER,22
AOMS_PROPASSESSTAX_DET,VAR_PROPTAX_FLATNO,VARCHAR2,50
AOMS_LICENSETYPE_CONFIG,NUM_LICENSETYPE_CONFIGID,NUMBER,22
AOMS_LICENSETYPE_CONFIG,NUM_LICENSETYPE_LICYTPID,NUMBER,22
AOMS_LICENSETYPE_CONFIG,NUM_LICENSETYPE_ULBID,NUMBER,22
AOMS_LICENSETYPE_CONFIG,VAR_LICENSETYPE_FLAG,VARCHAR2,1
AOMS_LICENSETYPE_CONFIG,VAR_LICENSETYPE_INSBY,VARCHAR2,50
AOMS_LICENSETYPE_CONFIG,DAT_LICENSETYPE_INSDT,DATE,7
AOMS_LICENSETYPE_CONFIG,VAR_LICENSETYPE_UPDBY,VARCHAR2,50
AOMS_LICENSETYPE_CONFIG,DAT_LICENSETYPE_UPDDT,DATE,7
AOMS_BILLFILEGEN_DEF,NUM_BILLFILEGEN_ID,NUMBER,22
AOMS_BILLFILEGEN_DEF,VAR_BILLFILEGEN_ZONEID,VARCHAR2,20
AOMS_BILLFILEGEN_DEF,NUM_BILLFILEGEN_WARDNO,NUMBER,22
AOMS_BILLFILEGEN_DEF,VAR_BILLFILEGEN_PROPCODE,VARCHAR2,20
AOMS_BILLFILEGEN_DEF,VAR_BILLFILEGEN_PDFPATH,VARCHAR2,500
AOMS_BILLFILEGEN_DEF,VAR_BILLFILEGEN_PDFNAME,VARCHAR2,500
AOMS_BILLFILEGEN_DEF,VAR_BILLFILEGEN_EXCELPATH,VARCHAR2,500
AOMS_BILLFILEGEN_DEF,VAR_BILLFILEGEN_EXCELNAME,VARCHAR2,500
AOMS_BILLFILEGEN_DEF,VAR_BILLFILEGEN_AUTHBY,VARCHAR2,500
AOMS_BILLFILEGEN_DEF,VAR_BILLFILEGEN_AUTHDATE,DATE,7
AOMS_BILLFILEGEN_DEF,VAR_BILLFILEGEN_INSBY,VARCHAR2,500
AOMS_BILLFILEGEN_DEF,DAT_BILLFILEGEN_INSDATE,DATE,7
AOMS_BILLFILEGEN_DEF,NUM_BILLFILEGEN_PROPCOUNT,VARCHAR2,20
AOMS_BILLFILEGEN_DEF,NUM_BILLFILEGEN_BILLCOUNT,VARCHAR2,20
AOMS_BILLFILEGEN_DEF,NUM_BILLFILEGEN_CONFIG,NUMBER,22
AOMS_BILLFILEGEN_DEF,NUM_BILLFILEGEN_ULBID,NUMBER,22
AOMS_BILLFILEGEN_DEF,NUM_BILLFILEGEN_RPTTYPE,VARCHAR2,2
AOMS_PGTRANS_LOG,VAR_PGTRANS_NATAXPAYFLAG,VARCHAR2,1
AOMS_PGTRANS_LOG,VAR_PGTRANS_WATERTAXPAYFLAG,VARCHAR2,5
AOMS_PGTRANS_LOG,VAR_PGTRANS_SHASTIFLAG,VARCHAR2,2
AOMS_PGTRANS_LOG,VAR_PGTRANS_PAYTYPEFLAG,VARCHAR2,2
AOMS_PGTRANS_LOG,NUM_PGTRANS_ID,NUMBER,22
AOMS_PGTRANS_LOG,NUM_PGTRANS_ULBID,NUMBER,22
AOMS_PGTRANS_LOG,NUM_PGTRANS_DEPTID,NUMBER,22
AOMS_PGTRANS_LOG,VAR_PGTRANS_ZONE,VARCHAR2,50
AOMS_PGTRANS_LOG,VAR_PGTRANS_WARD,VARCHAR2,50
AOMS_PGTRANS_LOG,VAR_PGTRANS_PROPNO,VARCHAR2,50
AOMS_PGTRANS_LOG,NUM_PGTRANS_MOBILENO,NUMBER,22
AOMS_PGTRANS_LOG,VAR_PGTRANS_EMAILID,VARCHAR2,50
AOMS_PGTRANS_LOG,VAR_PGTRANS_FNAME,VARCHAR2,1000
AOMS_PGTRANS_LOG,VAR_PGTRANS_MNAME,VARCHAR2,500
AOMS_PGTRANS_LOG,VAR_PGTRANS_LNAME,VARCHAR2,500
AOMS_PGTRANS_LOG,NUM_PGTRANS_ORIGINALAMT,NUMBER,22
AOMS_PGTRANS_LOG,NUM_PGTRANS_PAIDAMT,NUMBER,22
AOMS_PGTRANS_LOG,DAT_PGTRANS_INSDATE,DATE,7
AOMS_PGTRANS_LOG,VAR_PGTRANS_IPADDRESS,VARCHAR2,50
AOMS_PGTRANS_LOG,VAR_PGTRANS_SUBCODE,VARCHAR2,50
AOMS_PGTRANS_LOG,NUM_PGTRANS_PRABHAGSAMID,NUMBER,22
AOMS_PGTRANS_MAS,NUM_PGTRANS_ID,NUMBER,22
AOMS_PGTRANS_MAS,NUM_PGTRANS_ULBID,NUMBER,22
AOMS_PGTRANS_MAS,NUM_PGTRANS_DEPTID,NUMBER,22
AOMS_PGTRANS_MAS,VAR_PGTRANS_ZONE,VARCHAR2,50
AOMS_PGTRANS_MAS,VAR_PGTRANS_WARD,VARCHAR2,50
AOMS_PGTRANS_MAS,VAR_PGTRANS_PROPNO,VARCHAR2,50
AOMS_PGTRANS_MAS,NUM_PGTRANS_MOBILENO,NUMBER,22
AOMS_PGTRANS_MAS,VAR_PGTRANS_EMAILID,VARCHAR2,50
AOMS_PGTRANS_MAS,VAR_PGTRANS_FNAME,VARCHAR2,1000
AOMS_PGTRANS_MAS,VAR_PGTRANS_MNAME,VARCHAR2,150
AOMS_PGTRANS_MAS,VAR_PGTRANS_LNAME,VARCHAR2,150
AOMS_PGTRANS_MAS,NUM_PGTRANS_ORIGINALAMT,NUMBER,22
AOMS_PGTRANS_MAS,NUM_PGTRANS_PAIDAMT,NUMBER,22
AOMS_PGTRANS_MAS,DAT_PGTRANS_INSDATE,DATE,7
AOMS_PGTRANS_MAS,VAR_PGTRANS_IPADDRESS,VARCHAR2,50
AOMS_PGTRANS_MAS,NUM_PGTRANS_REFNO,VARCHAR2,40
AOMS_PGTRANS_MAS,VAR_PGTRANS_REC_ERRCODE,VARCHAR2,50
AOMS_PGTRANS_MAS,VAR_PGTRANS_REC_ERRMSG,VARCHAR2,500
AOMS_PGTRANS_MAS,VAR_PGTRANS_RECEIPTNO,VARCHAR2,50
AOMS_RCPTEMAILPDF_LOG,NUM_RCPTEMAILPDF_TRANSID,NUMBER,22
AOMS_RCPTEMAILPDF_LOG,VAR_RCPTEMAILPDF_REFNO,VARCHAR2,50
AOMS_RCPTEMAILPDF_LOG,NUM_RCPTEMAILPDF_MOBILENO,NUMBER,22
AOMS_RCPTEMAILPDF_LOG,VAR_RCPTEMAILPDF_EMAILID,VARCHAR2,50
AOMS_RCPTEMAILPDF_LOG,VAR_RCPTEMAILPDF_FILEPATH,VARCHAR2,200
AOMS_RCPTEMAILPDF_LOG,DAT_RCPTEMAILPDF_INSDATE,DATE,7
AOMS_RCPTEMAILPDF_LOG,VAR_RCPTEMAILPDF_MAILSTATUS,VARCHAR2,1
AOMS_PROPAREA_DET_1350,AOMS_PROPAREA_ID,NUMBER,22
AOMS_PROPAREA_DET_1350,AOMS_PROPAREA_PROPID,NUMBER,22
AOMS_PROPAREA_DET_1350,AOMS_PROPAREA_FLATNO,VARCHAR2,10
AOMS_PROPAREA_DET_1350,NUM_PROPAREA_USAGETYPEID,NUMBER,22
AOMS_PROPAREA_DET_1350,NUM_PROPAREA_LEGALSTATUS,NUMBER,22
AOMS_PROPAREA_DET_1350,NUM_PROPAREA_RESIAREA,NUMBER,22
AOMS_PROPAREA_DET_1350,NUM_PROPAREA_RESIRATE,NUMBER,22
AOMS_PROPAREA_DET_1350,VAR_PROPAREA_RESIRV,NUMBER,22
AOMS_PROPAREA_DET_1350,NUM_PROPAREA_NONRESIAREA,NUMBER,22
AOMS_PROPAREA_DET_1350,NUM_PROPAREA_NONRESIRATE,NUMBER,22
AOMS_PROPAREA_DET_1350,VAR_PROPAREA_NONRESIRV,NUMBER,22
AOMS_PROPAREA_DET_ANCL,NUM_PROPAREA_ID,NUMBER,22
AOMS_PROPAREA_DET_ANCL,NUM_PROPAREA_ULBID,NUMBER,22
AOMS_PROPAREA_DET_ANCL,NUM_PROPAREA_PROPID,NUMBER,22
AOMS_PROPAREA_DET_ANCL,VAR_PROPAREA_OWNFNAME,VARCHAR2,200
AOMS_PROPAREA_DET_ANCL,VAR_PROPAREA_OWNMNAME,VARCHAR2,200
AOMS_PROPAREA_DET_ANCL,VAR_PROPAREA_OWNLNAME,VARCHAR2,200
AOMS_PROPAREA_DET_ANCL,VAR_PROPAREA_OCPFNAME,VARCHAR2,200
AOMS_PROPAREA_DET_ANCL,VAR_PROPAREA_OCPMNAME,VARCHAR2,200
AOMS_PROPAREA_DET_ANCL,VAR_PROPAREA_OCPLNAME,VARCHAR2,200
AOMS_PROPAREA_DET_ANCL,NUM_PROPAREA_FLATNO,VARCHAR2,50
AOMS_PROPAREA_DET_ANCL,NUM_PROPAREA_FLOORNO,VARCHAR2,50
AOMS_PROPAREA_DET_ANCL,NUM_PROPAREA_USAGESTATUS,NUMBER,22
AOMS_PROPAREA_DET_ANCL,NUM_PROPAREA_USAGETYPE,NUMBER,22
AOMS_PROPAREA_DET_ANCL,NUM_PROPAREA_LEGALSTATUS,NUMBER,22
AOMS_PROPAREA_DET_ANCL,NUM_PROPAREA_RESIAREA,NUMBER,22
AOMS_PROPAREA_DET_ANCL,NUM_PROPAREA_RESIRATE,NUMBER,22
AOMS_PROPAREA_DET_ANCL,VAR_PROPAREA_RESIRV,NUMBER,22
AOMS_PROPAREA_DET_ANCL,NUM_PROPAREA_NONRESIAREA,NUMBER,22
AOMS_PROPAREA_DET_ANCL,NUM_PROPAREA_NONRESIRATE,NUMBER,22
AOMS_PROPAREA_DET_ANCL,VAR_PROPAREA_NONRESIRV,NUMBER,22
AOMS_PROPAREA_DET_ANCL,NUM_PROPAREA_SUBGROUP,NUMBER,22
AOMS_PROPAREA_DET_ANCL,NUM_PROPAREA_CONSTTYPE,NUMBER,22
AOMS_PROPAREA_DET_ANCL,NUM_PROPAREA_UID,NUMBER,22
AOMS_PROPAREA_DET_ANCL,NUM_PROPAREA_RATE,NUMBER,22
AOMS_PROPAREA_DET_ANCL,NUM_PROPAREA_USAGEAREA,NUMBER,22
AOMS_PROPAREA_DET_ANCL,NUM_PROPAREA_CARPETAREA,NUMBER,22
AOMS_PROPAREA_DET_ANCL,NUM_PROPAREA_YEARLYRENT,NUMBER,22
AOMS_PROPAREA_DET_ANCL,NUM_PROPAREA_CONSTRATE,NUMBER,22
AOMS_PROPAREA_DET_ANCL,NUM_PROPAREA_DISCAREA,NUMBER,22
AOMS_PROPAREA_DET_ANCL,NUM_PROPAREA_RVAREA,NUMBER,22
AOMS_PROPAREA_DET_ANCL,NUM_PROPAREA_YEARLYRVRATE,NUMBER,22
AOMS_PROPAREA_DET_ANCL,NUM_PROPAREA_TOTALRV,NUMBER,22
AOMS_PROPAREA_DET_ANCL,DAT_PROPAREA_FLATENTRYDT,DATE,7
AOMS_PROPAREA_DET_ANCL,NUM_PROPAREA_FLATFACTOR,NUMBER,22
AOMS_PROPAREA_DET_ANCL,VAR_PROPAREA_ADDIOWN1,VARCHAR2,500
AOMS_PROPAREA_DET_ANCL,VAR_PROPAREA_ADDIOWN2,VARCHAR2,500
AOMS_PROPAREA_DET_ANCL,VAR_PROPAREA_ADDIOWN3,VARCHAR2,500
AOMS_PROPAREA_DET_ANCL,VAR_PROPAREA_ADDIOWN4,VARCHAR2,500
AOMS_PROPAREA_DET_ANCL,VAR_PROPAREA_REMARK,VARCHAR2,500
AOMS_PROPAREA_DET_ANCL,VAR_PROPAREA_INSBY,VARCHAR2,200
AOMS_PROPAREA_DET_ANCL,DAT_PROPAREA_INSDATE,DATE,7
AOMS_PROPAREA_DET_ANCL,VAR_PROPAREA_UPDBY,VARCHAR2,200
AOMS_PROPAREA_DET_ANCL,DAT_PROPAREA_UPDDATE,DATE,7
AOMS_PROPAREA_DET_13052022,AOMS_PROPAREA_ID,NUMBER,22
AOMS_PROPAREA_DET_13052022,AOMS_PROPAREA_PROPID,NUMBER,22
AOMS_PROPAREA_DET_13052022,AOMS_PROPAREA_FLATNO,VARCHAR2,10
AOMS_PROPAREA_DET_13052022,NUM_PROPAREA_USAGETYPEID,NUMBER,22
AOMS_PROPAREA_DET_13052022,NUM_PROPAREA_LEGALSTATUS,NUMBER,22
AOMS_PROPAREA_DET_13052022,NUM_PROPAREA_RESIAREA,NUMBER,22
AOMS_PROPAREA_DET_13052022,NUM_PROPAREA_RESIRATE,NUMBER,22
AOMS_PROPAREA_DET_13052022,VAR_PROPAREA_RESIRV,NUMBER,22
AOMS_PROPAREA_DET_13052022,NUM_PROPAREA_NONRESIAREA,NUMBER,22
AOMS_PROPAREA_DET_13052022,NUM_PROPAREA_NONRESIRATE,NUMBER,22
AOMS_PROPAREA_DET_13052022,VAR_PROPAREA_NONRESIRV,NUMBER,22
AOMS_PROPAREA_DET,NUM_PROPAREA_MOBNO,NUMBER,22
AOMS_PROPAREA_DET,VAR_PROPAREA_ADDRESS,VARCHAR2,500
AOMS_PROPAREA_DET,VAR_PROPAREA_UPDBY,VARCHAR2,200
AOMS_PROPAREA_DET,DAT_PROPAREA_UPDDATE,DATE,7
AOMS_PROPAREA_DET,NUM_PROPAREA_USAGESTATUS,NUMBER,22
AOMS_PROPAREA_DET,NUM_PROPAREA_USAGETYPEID,NUMBER,22
AOMS_PROPAREA_DET,NUM_PROPAREA_FLOORNO,VARCHAR2,50
AOMS_PROPAREA_DET,VAR_PROPAREA_NONRESIRV,NUMBER,22
AOMS_PROPAREA_DET,NUM_PROPAREA_SUBGROUP,NUMBER,22
AOMS_PROPAREA_DET,NUM_PROPAREA_CONSTTYPE,NUMBER,22
AOMS_PROPAREA_DET,NUM_PROPAREA_UID,NUMBER,22
AOMS_PROPAREA_DET,NUM_PROPAREA_RATE,NUMBER,22
AOMS_PROPAREA_DET,NUM_PROPAREA_USAGEAREA,NUMBER,22
AOMS_PROPAREA_DET,NUM_PROPAREA_CARPETAREA,NUMBER,22
AOMS_PROPAREA_DET,NUM_PROPAREA_YEARLYRENT,NUMBER,22
AOMS_PROPAREA_DET,NUM_PROPAREA_CONSTRATE,NUMBER,22
AOMS_PROPAREA_DET,NUM_PROPAREA_DISCAREA,NUMBER,22
AOMS_PROPAREA_DET,NUM_PROPAREA_RVAREA,NUMBER,22
AOMS_PROPAREA_DET,NUM_PROPAREA_YEARLYRVRATE,NUMBER,22
AOMS_PROPAREA_DET,NUM_PROPAREA_TOTALRV,NUMBER,22
AOMS_PROPAREA_DET,DAT_PROPAREA_FLATENTRYDT,DATE,7
AOMS_PROPAREA_DET,NUM_PROPAREA_FLATFACTOR,NUMBER,22
AOMS_PROPAREA_DET,VAR_PROPAREA_ADDIOWN1,VARCHAR2,500
AOMS_PROPAREA_DET,VAR_PROPAREA_ADDIOWN2,VARCHAR2,500
AOMS_PROPAREA_DET,VAR_PROPAREA_ADDIOWN3,VARCHAR2,500
AOMS_PROPAREA_DET,VAR_PROPAREA_ADDIOWN4,VARCHAR2,500
AOMS_PROPAREA_DET,VAR_PROPAREA_REMARK,VARCHAR2,500
AOMS_PROPAREA_DET,VAR_PROPAREA_INSBY,VARCHAR2,200
AOMS_PROPAREA_DET,DAT_PROPAREA_INSDATE,DATE,7
AOMS_PROPAREA_DET,AOMS_PROPAREA_ID,NUMBER,22
AOMS_PROPAREA_DET,NUM_PROPAREA_ULBID,NUMBER,22
AOMS_PROPAREA_DET,AOMS_PROPAREA_PROPID,NUMBER,22
AOMS_PROPAREA_DET,VAR_PROPAREA_OWNFNAME,VARCHAR2,1000
AOMS_PROPAREA_DET,VAR_PROPAREA_OWNMNAME,VARCHAR2,200
AOMS_PROPAREA_DET,VAR_PROPAREA_OWNLNAME,VARCHAR2,200
AOMS_PROPAREA_DET,VAR_PROPAREA_OCPFNAME,VARCHAR2,1000
AOMS_PROPAREA_DET,VAR_PROPAREA_OCPMNAME,VARCHAR2,200
AOMS_PROPAREA_DET,VAR_PROPAREA_OCPLNAME,VARCHAR2,200
AOMS_PROPAREA_DET,AOMS_PROPAREA_FLATNO,VARCHAR2,50
AOMS_PROPAREA_DET,NUM_PROPAREA_RESIAREA,NUMBER,22
AOMS_PROPAREA_DET,NUM_PROPAREA_RESIRATE,NUMBER,22
AOMS_PROPAREA_DET,VAR_PROPAREA_RESIRV,NUMBER,22
AOMS_PROPAREA_DET,NUM_PROPAREA_NONRESIAREA,NUMBER,22
AOMS_PROPAREA_DET,NUM_PROPAREA_NONRESIRATE,NUMBER,22
AOMS_PROPAREA_DET,NUM_PROPAREA_LEGALSTATUS,NUMBER,22
AOMS_PROPTAX_DET_ANCL,NUM_PROPTAX_ID,NUMBER,22
AOMS_PROPTAX_DET_ANCL,NUM_PROPTAX_PROPID,NUMBER,22
AOMS_PROPTAX_DET_ANCL,NUM_PROPTAX_TAXID,NUMBER,22
AOMS_PROPTAX_DET_ANCL,NUM_PROPTAX_TAXAMT,NUMBER,22
AOMS_PROPTAX_DET_ANCL,NUM_PROPTAX_DEMANDAMT,NUMBER,22
AOMS_PROPTAX_DET_ANCL,VAR_PROPTAX_FLATNO,VARCHAR2,50
AOMS_PROPNOGEN_CONFIG,NUM_PROPNOGEN_ID,NUMBER,22
AOMS_PROPNOGEN_CONFIG,NUM_PROPNOGEN_ULBID,NUMBER,22
AOMS_PROPNOGEN_CONFIG,NUM_PROPNOGEN_FLAG,VARCHAR2,2
AOMS_PROPNOGEN_CONFIG,VAR_PROPNOGEN_INSBY,VARCHAR2,50
AOMS_PROPNOGEN_CONFIG,DAT_PROPNOGEN_INSDT,DATE,7
AOMS_PROPNOGEN_CONFIG,VAR_PROPNOGEN_UPDBY,VARCHAR2,50
AOMS_PROPNOGEN_CONFIG,DAT_PROPNOGEN_UPDDT,DATE,7
AOMS_FLATOT_DET,NUM_PROPID,NUMBER,22
AOMS_FLATOT_DET,PD_PRDTLID,NUMBER,22
AOMS_FLATOT_DET,PM_PRMSTID,NUMBER,22
AOMS_FLATOT_DET,CPD_LOCID,NUMBER,22
AOMS_FLATOT_DET,PD_OWNER_PANNO,NVARCHAR2,20
AOMS_FLATOT_DET,PD_OWNER_CONTACTNO,NVARCHAR2,80
AOMS_FLATOT_DET,PD_BILLING_EMAIL,NVARCHAR2,100
AOMS_FLATOT_DET,PD_BILLING_FAX,NVARCHAR2,80
AOMS_FLATOT_DET,CPD_OCCSTATUS,NUMBER,22
AOMS_FLATOT_DET,PD_OCCUPIER_PANNO,NVARCHAR2,20
AOMS_FLATOT_DET,PD_OCCUPIER_ADDRESS,NVARCHAR2,2000
AOMS_FLATOT_DET,PD_OCCUPIER_CONTACTNO,NVARCHAR2,80
AOMS_FLATOT_DET,PD_ANNUAL_RENT,NUMBER,22
AOMS_FLATOT_DET,PD_EXEMPFLAG,NVARCHAR2,2
AOMS_FLATOT_DET,ORGID,NUMBER,22
AOMS_FLATOT_DET,USER_ID,NUMBER,22
AOMS_FLATOT_DET,LANG_ID,NUMBER,22
AOMS_FLATOT_DET,LMODDATE,DATE,7
AOMS_FLATOT_DET,UPDATED_BY,NUMBER,22
AOMS_FLATOT_DET,UPDATED_DATE,DATE,7
AOMS_FLATOT_DET,PD_LASSEDATE,DATE,7
AOMS_FLATOT_DET,PD_CASSEDATE,DATE,7
AOMS_FLATOT_DET,PD_RASSEDATE,DATE,7
AOMS_FLATOT_DET,PD_EXEMPAREA,NUMBER,22
AOMS_FLATOT_DET,PD_RVCALC_METHOD,CHAR,1
AOMS_FLATOT_DET,PD_FLAT_FLG,NVARCHAR2,2
AOMS_FLATOT_DET,CPD_ASSE_TITLE,NUMBER,22
AOMS_FLATOT_DET,PD_ASSE_FNAME,NVARCHAR2,600
AOMS_FLATOT_DET,PD_ASSE_MNAME,NVARCHAR2,600
AOMS_FLATOT_DET,PD_ASSE_LNAME,NVARCHAR2,600
AOMS_FLATOT_DET,CHK_MANAREA,NVARCHAR2,2
AOMS_FLATOT_DET,CHK_BILLADD,NVARCHAR2,2
AOMS_FLATOT_DET,PD_OWNER_MAIL,NVARCHAR2,100
AOMS_FLATOT_DET,PD_OWNER_FAX,NVARCHAR2,80
AOMS_FLATOT_DET,CPD_FLAT_STATUS,NVARCHAR2,2
AOMS_FLATOT_DET,PD_ADOWN_TTL,NUMBER,22
AOMS_FLATOT_DET,LG_IP_MAC,VARCHAR2,100
AOMS_FLATOT_DET,LG_IP_MAC_UPD,VARCHAR2,100
AOMS_FLATOT_DET,PD_STATUS,VARCHAR2,1
AOMS_FLATOT_DET,PD_OWNER_TITLE,NUMBER,22
AOMS_FLATOT_DET,PD_OWN_FNAME,NVARCHAR2,600
AOMS_FLATOT_DET,PD_OWN_MNAME,NVARCHAR2,600
AOMS_FLATOT_DET,PD_OWN_LNAME,NVARCHAR2,600
AOMS_FLATOT_DET,PD_MANUAL_ALV,NUMBER,22
AOMS_FLATOT_DET,PD_MANUAL_RV,NUMBER,22
AOMS_FLATOT_DET,PD_AUTO_ALV,NUMBER,22
AOMS_FLATOT_DET,PD_AUTO_RV,NUMBER,22
AOMS_FLATOT_DET,PD_AUTO_RV_REMARKS,VARCHAR2,200
AOMS_FLATOT_DET,PD_RV_FLG,CHAR,1
AOMS_FLATOT_DET,PD_LAND_COST,NUMBER,22
AOMS_FLATOT_DET,PD_CONS_ENDDT,DATE,7
AOMS_FLATOT_DET,PD_OCC_UID,NUMBER,22
AOMS_RECTAX_DET_2207,NUM_RECTAX_ID,NUMBER,22
AOMS_RECTAX_DET_2207,NUM_RECTAX_RECID,NUMBER,22
AOMS_RECTAX_DET_2207,NUM_RECTAX_TAXID,NUMBER,22
AOMS_RECTAX_DET_2207,NUM_RECTAX_ARREARSDEMAND,NUMBER,22
AOMS_RECTAX_DET_2207,NUM_RECTAX_CURRDMD_S1AMT,NUMBER,22
AOMS_RECTAX_DET_2207,NUM_RECTAX_CURREMD_S2AMT,NUMBER,22
AOMS_RECTAX_DET_2207,NUM_RECTAX_COLLARREARSAMT,NUMBER,22
AOMS_RECTAX_DET_2207,NUM_RECTAX_COLLCURRAMT_S1,NUMBER,22
AOMS_RECTAX_DET_2207,NUM_RECTAX_COLLCURRAMT_S2,NUMBER,22
AOMS_RECTAX_DET_2207,NUM_RECTAX_OUTSARREARSAMT,NUMBER,22
AOMS_RECTAX_DET_2207,NUM_RECTAX_OUTSACURRENTAMT_S1,NUMBER,22
AOMS_RECTAX_DET_2207,NUM_RECTAX_OUTSACURRENTAMT_S2,NUMBER,22
AOMS_PROP_MAS_BKP0406,DAT_PROP_PROPDATE,DATE,7
AOMS_PROP_MAS_BKP0406,NUM_PROP_RATABLE,NUMBER,22
AOMS_PROP_MAS_BKP0406,VAR_PROP_BILLTYPE,VARCHAR2,2
AOMS_PROP_MAS_BKP0406,NUM_PROP_ASSESSYEAR,NUMBER,22
AOMS_PROP_MAS_BKP0406,NUM_PROP_CONSTTYPEID,NUMBER,22
